date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:48:44	168161/168161	---M--	200	added ('OK')	image/png	etag:%2266e29e23-290e1%22	https://www.topgearmag.in/assets/imgs/tg-logo-white.png	D:/CAR_bike/CARBIKE/www.topgearmag.in/assets/imgs/tg-logo-white.png	(from https://www.topgearmag.in/)
14:48:44	58769/58769	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:44%20GMT	https://www.topgearmag.in/reviews/cars	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars.html	(from https://www.topgearmag.in/)
14:48:44	40175/40175	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:44%20GMT	https://www.topgearmag.in/reviews/cars/first-drive	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars/first-drive.html	(from https://www.topgearmag.in/)
14:48:45	34778/34778	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:45%20GMT	https://www.topgearmag.in/reviews/cars/comparison	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars/comparison.html	(from https://www.topgearmag.in/)
14:48:45	31216/31216	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:45%20GMT	https://www.topgearmag.in/reviews/cars/road-test	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars/road-test.html	(from https://www.topgearmag.in/)
14:48:45	38215/38215	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:45%20GMT	https://www.topgearmag.in/reviews/cars/long-term	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars/long-term.html	(from https://www.topgearmag.in/)
14:48:45	52972/52972	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:45%20GMT	https://www.topgearmag.in/reviews/bike-scooters	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/bike-scooters.html	(from https://www.topgearmag.in/)
14:48:45	32902/32902	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:45%20GMT	https://www.topgearmag.in/reviews/bike-scooters/comparison	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/bike-scooters/comparison.html	(from https://www.topgearmag.in/)
14:48:46	38291/38291	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:46%20GMT	https://www.topgearmag.in/reviews/bike-scooters/road-test	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/bike-scooters/road-test.html	(from https://www.topgearmag.in/)
14:48:46	27066/27066	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:46%20GMT	https://www.topgearmag.in/reviews/bike-scooters/long-term	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/bike-scooters/long-term.html	(from https://www.topgearmag.in/)
14:48:46	39338/39338	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:46%20GMT	https://www.topgearmag.in/reviews/bike-scooters/first-ride	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/bike-scooters/first-ride.html	(from https://www.topgearmag.in/)
14:48:46	26425/26425	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:46%20GMT	https://www.topgearmag.in/news/bikes	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/bikes.html	(from https://www.topgearmag.in/)
14:48:47	47545/47545	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:46%20GMT	https://www.topgearmag.in/news/launches	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/launches.html	(from https://www.topgearmag.in/)
14:48:47	47704/47704	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:47%20GMT	https://www.topgearmag.in/news/motorsport	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/motorsport.html	(from https://www.topgearmag.in/)
14:48:47	48060/48060	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:47%20GMT	https://www.topgearmag.in/news/industry	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/industry.html	(from https://www.topgearmag.in/)
14:48:47	47415/47415	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:47%20GMT	https://www.topgearmag.in/news/others	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/others.html	(from https://www.topgearmag.in/)
14:48:47	42029/42029	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:47%20GMT	https://www.topgearmag.in/features/tg-explains	D:/CAR_bike/CARBIKE/www.topgearmag.in/features/tg-explains.html	(from https://www.topgearmag.in/)
14:48:48	40712/40712	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:48%20GMT	https://www.topgearmag.in/features/blogs	D:/CAR_bike/CARBIKE/www.topgearmag.in/features/blogs.html	(from https://www.topgearmag.in/)
14:48:48	41482/41482	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:48%20GMT	https://www.topgearmag.in/features/travelogues	D:/CAR_bike/CARBIKE/www.topgearmag.in/features/travelogues.html	(from https://www.topgearmag.in/)
14:48:48	42466/42466	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:48%20GMT	https://www.topgearmag.in/features/interviews	D:/CAR_bike/CARBIKE/www.topgearmag.in/features/interviews.html	(from https://www.topgearmag.in/)
14:48:48	41531/41531	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:48%20GMT	https://www.topgearmag.in/features/special-features	D:/CAR_bike/CARBIKE/www.topgearmag.in/features/special-features.html	(from https://www.topgearmag.in/)
14:48:48	27975/27975	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:48%20GMT	https://www.topgearmag.in/electric	D:/CAR_bike/CARBIKE/www.topgearmag.in/electric.html	(from https://www.topgearmag.in/)
14:48:49	38229/38229	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:49%20GMT	https://www.topgearmag.in/editorial	D:/CAR_bike/CARBIKE/www.topgearmag.in/editorial.html	(from https://www.topgearmag.in/)
14:48:49	28722/28722	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:49%20GMT	https://www.topgearmag.in/awards	D:/CAR_bike/CARBIKE/www.topgearmag.in/awards.html	(from https://www.topgearmag.in/)
14:48:49	38929/38929	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:49%20GMT	https://www.topgearmag.in/news/launches/a-rs-14-crore-hypercar-with-swappable-powertrains	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/launches/a-rs-14-crore-hypercar-with-swappable-powertrains.html	(from https://www.topgearmag.in/)
14:48:49	65281/65281	---M--	200	added ('OK')	image/jpeg	etag:%2267090e6a-ff01%22	https://www.topgearmag.in/uploads/Newsthumb/Image/1728646762-Untitled%20design.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Newsthumb/Image/1728646762-Untitled%20design.jpg	(from https://www.topgearmag.in/)
14:48:49	39353/39353	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:49%20GMT	https://www.topgearmag.in/news/motorsport/hot-wheels-partners-with-formula-1	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/motorsport/hot-wheels-partners-with-formula-1.html	(from https://www.topgearmag.in/)
14:48:50	58019/58019	---M--	200	added ('OK')	image/jpeg	etag:%226708c4e7-e2a3%22	https://www.topgearmag.in/uploads/Newsthumb/Image/1728627943-1.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Newsthumb/Image/1728627943-1.jpg	(from https://www.topgearmag.in/)
14:48:50	38372/38372	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:50%20GMT	https://www.topgearmag.in/news/launches/lexus-introduces-the-lx-700h-hybrid	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/launches/lexus-introduces-the-lx-700h-hybrid.html	(from https://www.topgearmag.in/)
14:48:50	97409/97409	---M--	200	added ('OK')	image/jpeg	etag:%226708fbf8-17c81%22	https://www.topgearmag.in/uploads/Newsthumb/Image/1728642040-001.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Newsthumb/Image/1728642040-001.jpg	(from https://www.topgearmag.in/)
14:48:51	38744/38744	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:50%20GMT	https://www.topgearmag.in/news/motorsport/toyota-returns-to-f1	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/motorsport/toyota-returns-to-f1.html	(from https://www.topgearmag.in/)
14:48:51	100913/100913	---M--	200	added ('OK')	image/jpeg	etag:%226709071b-18a31%22	https://www.topgearmag.in/uploads/Newsthumb/Image/1728644891-11.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Newsthumb/Image/1728644891-11.jpg	(from https://www.topgearmag.in/)
14:48:51	42686/42686	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:51%20GMT	https://www.topgearmag.in/news/launches/volkswagen-tayron-unveiled-as-tiguan-allspace-successor	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/launches/volkswagen-tayron-unveiled-as-tiguan-allspace-successor.html	(from https://www.topgearmag.in/)
14:48:51	103599/103599	---M--	200	added ('OK')	image/jpeg	etag:%226708b828-194af%22	https://www.topgearmag.in/uploads/Newsthumb/Image/1728624680-1.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Newsthumb/Image/1728624680-1.jpg	(from https://www.topgearmag.in/)
14:48:51	297380/297380	---M--	200	added ('OK')	image/png	etag:%226703cbfd-489a4%22	https://www.topgearmag.in/uploads/Banners/tgbanner-oct2024.png	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Banners/tgbanner-oct2024.png	(from https://www.topgearmag.in/)
14:48:52	92824/92824	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:51%20GMT	https://www.topgearmag.in/author/Saneet%20Dsilva	D:/CAR_bike/CARBIKE/www.topgearmag.in/author/Saneet%20Dsilva.html	(from https://www.topgearmag.in/)
14:48:52	38207/38207	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:52%20GMT	https://www.topgearmag.in/news/launches/byd-india-launches-the-emax-7-mpv-a-new-contender-in-the-electric-vehicle-market	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/launches/byd-india-launches-the-emax-7-mpv-a-new-contender-in-the-electric-vehicle-market.html	(from https://www.topgearmag.in/)
14:48:52	101616/101616	---M--	200	added ('OK')	image/jpeg	etag:%2267078b6b-18cf0%22	https://www.topgearmag.in/uploads/Newsthumb/Image/1728547691-WhatsApp%20Image%202024-10-08%20at%2018.18.19_cfc61602.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Newsthumb/Image/1728547691-WhatsApp%20Image%202024-10-08%20at%2018.18.19_cfc61602.jpg	(from https://www.topgearmag.in/)
14:48:52	38390/38390	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:52%20GMT	https://www.topgearmag.in/news/launches/mercedes-benz-e-class-lwb-launched	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/launches/mercedes-benz-e-class-lwb-launched.html	(from https://www.topgearmag.in/)
14:48:52	41321/41321	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:52%20GMT	https://www.topgearmag.in/news/launches/2024-nissan-magnite-facelift-launched-whats-new	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/launches/2024-nissan-magnite-facelift-launched-whats-new.html	(from https://www.topgearmag.in/)
14:48:53	63154/63154	---M--	200	added ('OK')	image/jpeg	etag:%226707a55c-f6b2%22	https://www.topgearmag.in/uploads/Newsthumb/Image/1728554332-WhatsApp%20Image%202024-10-04%20at%2018.20.58_a002b483.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Newsthumb/Image/1728554332-WhatsApp%20Image%202024-10-04%20at%2018.20.58_a002b483.jpg	(from https://www.topgearmag.in/)
14:48:53	36383/36383	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:53%20GMT	https://www.topgearmag.in/news/motorsport/motogp-star-enea-bastianini-takes-a-spin-in-rallylegend	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/motorsport/motogp-star-enea-bastianini-takes-a-spin-in-rallylegend.html	(from https://www.topgearmag.in/)
14:48:53	624414/624414	---M--	200	added ('OK')	image/jpeg	etag:%22670787aa-9871e%22	https://www.topgearmag.in/uploads/Newsthumb/Image/1728546730-(From%20L-R)%20Santosh%20Iyer,%20MD%20and%20CEO,%20Mercedes-Benz%20India%20&%20Lance%20Bennett,%20Vice%20President-Sales%20and%20Marketing,%20Mercedes-Benz%20India%20with%20the%20new%20E%20Class%20LWB_Image%201.JPG	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Newsthumb/Image/1728546730-(From%20L-R)%20Santosh%20Iyer,%20MD%20and%20CEO,%20Mercedes-Benz%20India%20&%20Lance%20Bennett,%20Vice%20President-Sales%20and%20Marketing,%20Mercedes-Benz%20India%20with%20the%20new%20E%20Class%20LWB_Image%201	(from https://www.topgearmag.in/)
14:48:53	289814/289814	---M--	200	added ('OK')	image/jpeg	etag:%22670651ff-46c16%22	https://www.topgearmag.in/uploads/Newsthumb/Image/1728467455-Untitled%202.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Newsthumb/Image/1728467455-Untitled%202.jpg	(from https://www.topgearmag.in/)
14:48:53	130797/130797	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:53%20GMT	https://www.topgearmag.in/author/Akaash%20Bhadra	D:/CAR_bike/CARBIKE/www.topgearmag.in/author/Akaash%20Bhadra.html	(from https://www.topgearmag.in/)
14:48:54	42418/42418	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:53%20GMT	https://www.topgearmag.in/reviews/cars/first-drive/2024-audi-q8-facelift	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars/first-drive/2024-audi-q8-facelift.html	(from https://www.topgearmag.in/)
14:48:54	121848/121848	---M--	200	added ('OK')	image/jpeg	etag:%2267011f77-1dbf8%22	https://www.topgearmag.in/uploads/Reviews/Image/1728126839-audiQ81.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Reviews/Image/1728126839-audiQ81.jpg	(from https://www.topgearmag.in/)
14:48:54	45996/45996	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:54%20GMT	https://www.topgearmag.in/reviews/cars/first-drive/hyundai-alcazar-facelift-more-than-just-extra-seats-and-treats	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars/first-drive/hyundai-alcazar-facelift-more-than-just-extra-seats-and-treats.html	(from https://www.topgearmag.in/)
14:48:54	237797/237797	---M--	200	added ('OK')	image/jpeg	etag:%22670100d5-3a0e5%22	https://www.topgearmag.in/uploads/Reviews/Image/1728118997-Hyundai%20Alcazar%20engine.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Reviews/Image/1728118997-Hyundai%20Alcazar%20engine.jpg	(from https://www.topgearmag.in/)
14:48:54	41806/41806	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:54%20GMT	https://www.topgearmag.in/reviews/cars/first-drive/2024-mercedes-benz-c-300-amg-line-first-drive-review	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars/first-drive/2024-mercedes-benz-c-300-amg-line-first-drive-review.html	(from https://www.topgearmag.in/)
14:48:55	232907/232907	---M--	200	added ('OK')	image/jpeg	etag:%2266e29e31-38dcb%22	https://www.topgearmag.in/uploads/Reviews/Image/reviews_mercedesbenzc3001jpg1724327753.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Reviews/Image/reviews_mercedesbenzc3001jpg1724327753.jpg	(from https://www.topgearmag.in/)
14:48:55	46670/46670	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:55%20GMT	https://www.topgearmag.in/reviews/cars/first-drive/citroen-basalt-a-french-twist-on-the-suv	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars/first-drive/citroen-basalt-a-french-twist-on-the-suv.html	(from https://www.topgearmag.in/)
14:48:55	289421/289421	---M--	200	added ('OK')	image/jpeg	etag:%2266e29e31-46a8d%22	https://www.topgearmag.in/uploads/Reviews/Image/reviews_basalt_action_5jpg1723181808.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Reviews/Image/reviews_basalt_action_5jpg1723181808.jpg	(from https://www.topgearmag.in/)
14:48:55	41427/41427	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:55%20GMT	https://www.topgearmag.in/reviews/cars/first-drive/2024-mercedes-amg-glc-43-coupe-gt-on-stilts	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars/first-drive/2024-mercedes-amg-glc-43-coupe-gt-on-stilts.html	(from https://www.topgearmag.in/)
14:48:56	295393/295393	---M--	200	added ('OK')	image/jpeg	etag:%2266e29e30-481e1%22	https://www.topgearmag.in/uploads/Reviews/Image/reviews_mercedes-amg_glc_coupe_1_frontjpg1722920053.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Reviews/Image/reviews_mercedes-amg_glc_coupe_1_frontjpg1722920053.jpg	(from https://www.topgearmag.in/)
14:48:56	38001/38001	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:56%20GMT	https://www.topgearmag.in/reviews/cars/first-drive/behind-the-wheels-of-the-skoda-octavia-facelift-first-drive-review	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars/first-drive/behind-the-wheels-of-the-skoda-octavia-facelift-first-drive-review.html	(from https://www.topgearmag.in/)
14:48:56	281240/281240	---M--	200	added ('OK')	image/jpeg	etag:%2266e29e31-44a98%22	https://www.topgearmag.in/uploads/Reviews/Image/reviews_skoda-octaviajpg1722578792.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Reviews/Image/reviews_skoda-octaviajpg1722578792.jpg	(from https://www.topgearmag.in/)
14:48:56	42481/42481	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:56%20GMT	https://www.topgearmag.in/author/Mira%20Erda	D:/CAR_bike/CARBIKE/www.topgearmag.in/author/Mira%20Erda.html	(from https://www.topgearmag.in/)
14:48:56	37695/37695	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:56%20GMT	https://www.topgearmag.in/reviews/bike-scooters/first-ride/guerrilla-450-first-ride-review-guerrilla-warfare	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/bike-scooters/first-ride/guerrilla-450-first-ride-review-guerrilla-warfare.html	(from https://www.topgearmag.in/)
14:48:56	156294/156294	---M--	200	added ('OK')	image/jpeg	etag:%2266e29e30-26286%22	https://www.topgearmag.in/uploads/Reviews/Image/reviews_royalenfield_guerilla450-frontjpg1722019641.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Reviews/Image/reviews_royalenfield_guerilla450-frontjpg1722019641.jpg	(from https://www.topgearmag.in/)
14:48:57	110255/110255	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:57%20GMT	https://www.topgearmag.in/author/Ramesh%20Somani	D:/CAR_bike/CARBIKE/www.topgearmag.in/author/Ramesh%20Somani.html	(from https://www.topgearmag.in/)
14:48:57	57773/57773	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:57%20GMT	https://www.topgearmag.in/reviews/cars/first-drive/nissan-x-trail-india-review-can-it-re-establish-nissans-supremacy	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/cars/first-drive/nissan-x-trail-india-review-can-it-re-establish-nissans-supremacy.html	(from https://www.topgearmag.in/)
14:48:57	322964/322964	---M--	200	added ('OK')	image/jpeg	etag:%2266e29e31-4ed94%22	https://www.topgearmag.in/uploads/Reviews/Image/reviews_nissan_x-trailjpg1721708697.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Reviews/Image/reviews_nissan_x-trailjpg1721708697.jpg	(from https://www.topgearmag.in/)
14:48:57	156183/156183	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:57%20GMT	https://www.topgearmag.in/author/Vipul%20Punetha	D:/CAR_bike/CARBIKE/www.topgearmag.in/author/Vipul%20Punetha.html	(from https://www.topgearmag.in/)
14:48:58	43510/43510	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:57%20GMT	https://www.topgearmag.in/reviews/bike-scooters/comparison/the-cheapest-400cc-war-hero-mavrick-440-vs-pulsar-ns400z	D:/CAR_bike/CARBIKE/www.topgearmag.in/reviews/bike-scooters/comparison/the-cheapest-400cc-war-hero-mavrick-440-vs-pulsar-ns400z.html	(from https://www.topgearmag.in/)
14:48:58	251637/251637	---M--	200	added ('OK')	image/jpeg	etag:%2266e29e31-3d6f5%22	https://www.topgearmag.in/uploads/Reviews/Image/reviews_1jpg1721208207.jpg	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Reviews/Image/reviews_1jpg1721208207.jpg	(from https://www.topgearmag.in/)
14:48:58	353257/353257	---M--	200	added ('OK')	image/png	etag:%226703cb02-563e9%22	https://www.topgearmag.in/uploads/Banners/tgmagzter-oct2024.png	D:/CAR_bike/CARBIKE/www.topgearmag.in/uploads/Banners/tgmagzter-oct2024.png	(from https://www.topgearmag.in/)
14:48:59	36348/36348	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:58%20GMT	https://www.topgearmag.in/news/launches/baas-program-added-to-mg-comet-and-zs-ev	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/launches/baas-program-added-to-mg-comet-and-zs-ev.html	(from https://www.topgearmag.in/)
14:48:59	37993/37993	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:59%20GMT	https://www.topgearmag.in/news/launches/all-you-need-to-know-about-mg-windsor-battery-rental	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/launches/all-you-need-to-know-about-mg-windsor-battery-rental.html	(from https://www.topgearmag.in/)
14:48:59	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Oct%202024%2009:18:59%20GMT	https://www.topgearmag.in/electric/industry	D:/CAR_bike/CARBIKE/www.topgearmag.in/electric/industry	(from https://www.topgearmag.in/)
14:48:59	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Oct%202024%2009:18:59%20GMT	https://www.topgearmag.in/electric/industry/ford-is-returning-to-india-but-you-cant-buy-a-new-ford-car-yet	D:/CAR_bike/CARBIKE/www.topgearmag.in/electric/industry/ford-is-returning-to-india-but-you-cant-buy-a-new-ford-car-yet	(from https://www.topgearmag.in/)
14:48:59	46492/46492	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:59%20GMT	https://www.topgearmag.in/news/launches/mg-windsor-ev-review-a-new-era-of-electric-ownership	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/launches/mg-windsor-ev-review-a-new-era-of-electric-ownership.html	(from https://www.topgearmag.in/)
14:49:00	35686/35686	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:18:59%20GMT	https://www.topgearmag.in/news/others/lego-technic-fast-furious-toyota-supra-mk4-a-must-have-for-fans	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/others/lego-technic-fast-furious-toyota-supra-mk4-a-must-have-for-fans.html	(from https://www.topgearmag.in/)
14:49:00	37093/37093	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2009:19:00%20GMT	https://www.topgearmag.in/news/industry/china-becomes-first-country-to-hit-1-million-ev-sales-in-a-month	D:/CAR_bike/CARBIKE/www.topgearmag.in/news/industry/china-becomes-first-country-to-hit-1-million-ev-sales-in-a-month.html	(from https://www.topgearmag.in/)
